@RELATION synthetic0

@ATTRIBUTE Attr0 NUMERIC
@ATTRIBUTE Attr1 NUMERIC
@ATTRIBUTE Attr2 NUMERIC
@ATTRIBUTE Attr3 NUMERIC
@ATTRIBUTE Attr4 NUMERIC
@ATTRIBUTE Attr5 NUMERIC
@ATTRIBUTE Attr6 NUMERIC
@ATTRIBUTE Attr7 NUMERIC
@ATTRIBUTE Attr8 NUMERIC
@ATTRIBUTE Attr9 NUMERIC
@ATTRIBUTE Class0 {0, 1}
@ATTRIBUTE Class1 {0, 1}
@ATTRIBUTE Class2 {0, 1}
@ATTRIBUTE Class3 {0, 1}
@ATTRIBUTE Class4 {0, 1}

@DATA
0.19606644969044,0.262237821039761,0.0658474351962436,0.344539490381645,0.759286477510201,0.20371505023526,0.450383071160829,0.427232944120411,0.519394821300259,0.77651390240723,1,0,0,0,0
0.0463863484311939,0.194541967030659,0.919905309440543,0.183841065688965,0.025053958284098,0.90596680679853,0.622002194994106,0.0368240449986422,0.139918516467737,0.772347933614461,1,0,0,0,1
0.315165488870382,0.941740987829334,0.862475949901677,0.68168170834681,0.183069968837443,0.98954983869146,0.0284257663873764,0.592414995214685,0.894677542191866,0.572969840931361,0,0,0,1,0
0.00833230179508793,0.121309882664389,0.305591149710438,0.990494404265275,0.439370994840239,0.0252792162573781,0.400052965270462,0.152985115748763,0.122189682227548,0.0302439686512489,0,1,0,0,0
0.175441409305977,0.245400682859541,0.692111801132044,0.34937134818381,0.303015300373026,0.708082929578645,0.876051365601725,0.938791489544405,0.358037813046281,0.741205347634773,1,0,0,0,0
0.859159528220417,0.777755132011431,0.0363637072086402,0.344012625209167,0.329366892829063,0.0589345645054297,0.639847679418324,0.271923065061434,0.833682311345076,0.00893867849506758,0,0,1,0,1
0.388268653583344,0.282539783074182,0.08513201224156,0.528891152275464,0.173665084813428,0.616284047204907,0.437900019374103,0.894993097360958,0.172426997130334,0.782497321538367,1,0,0,1,0
0.706286681102337,0.274892242686368,0.616539368986434,0.670188426660972,0.122538187840041,0.959657996239582,0.5026274234756,0.450436472092949,0.90186026164615,0.459976453656688,1,0,0,0,1
0.678419240743829,0.0141887418144198,0.725281532653169,0.870098264775584,0.510712770137835,0.732748534170212,0.673493299891696,0.750168508360297,0.501235680095247,0.0539960960641329,0,1,1,0,1
0.86343605126741,0.695510026113981,0.869960367605309,0.635867121232984,0.185478528782461,0.463743679479656,0.771246658094358,0.296906077265145,0.608070854703321,0.120554551303955,0,1,0,0,0
0.438727736484374,0.0158470552764362,0.835528295574455,0.203977962619275,0.456939296730733,0.0794763446907853,0.322134381465135,0.376958454407827,0.459619062581989,0.353626134084043,0,0,0,1,0
0.104450851599593,0.141229767243855,0.601949855195448,0.709966290690534,0.404883090704873,0.499228527334588,0.0547668956119778,0.862321650305742,0.615056449026629,0.975417568352693,1,0,0,0,1
0.306289254774454,0.788428313789555,0.253370984136974,0.357972710400483,0.756915578944642,0.661319290213685,0.786562841476842,0.734026504969039,0.156248879302045,0.0602604408566367,1,0,0,0,0
0.164288135064531,0.7933924389039,0.00557007248019947,0.68439209449241,0.0349009548573483,0.117840110985232,0.205911006319379,0.203602118959578,0.956877950508042,0.81939754442022,1,0,0,0,1
0.0363723463213534,0.0141009172640311,0.642370479947377,0.805069721968032,0.135833355903309,0.844722117744467,0.929499095794814,0.199907593950875,0.293323664569991,0.674673696611232,1,0,0,0,0
0.296319996134291,0.667280990517355,0.0481511678756489,0.560962400559523,0.768844866793475,0.0965195525797918,0.011518957066299,0.45646156446663,0.820820884960574,0.346502767459543,1,0,0,1,0
0.947430863001211,0.242533767115383,0.407990841772364,0.954172320866932,0.296830194127471,0.3839552259103,0.130135123555084,0.401668361831902,0.209883892636493,0.401460603136977,1,0,0,1,0
0.0656820750722239,0.375410508772858,0.174545535287184,0.177371391372365,0.368645081086006,0.139380020102462,0.756878458748389,0.148461907163884,0.838792852845948,0.924463529144842,0,1,0,0,0
0.853984241097875,0.143623654969829,0.446950664887404,0.948178582832883,0.0824211192417745,0.746528404776624,0.518389800388391,0.174343872791402,0.47041817845059,0.77829918028238,1,0,0,0,0
0.234157950523899,0.0732339802365986,0.917512951133862,0.350609913810639,0.000580690337147916,0.794453316217464,0.379104377666551,0.738816945500772,0.978759241899407,0.288454974361542,1,0,0,0,0
0.751991060925644,0.725978428842367,0.869509103329254,0.106815739187775,0.992582164751591,0.416906470655251,0.247028772757338,0.060949053269207,0.990617059415354,0.61573740936795,0,0,0,0,1
0.0557717814061609,0.433875164320942,0.854061247265208,0.367707486340329,0.596608286292569,0.500575735515246,0.977935727184676,0.140417312558035,0.265010955763652,0.172959991336166,0,1,0,0,1
0.339885247322723,0.87888177876699,0.708628020958679,0.535352153513874,0.614038929913794,0.651745562652282,0.992721799128141,0.407644378238378,0.0943339514115172,0.0235998750282996,0,0,1,0,0
0.362402365159969,0.276037521526824,0.905620690716708,0.67194222862847,0.638868605335154,0.380894820505816,0.96807589113373,0.0860253510851966,0.440843611124083,0.703429080782673,1,0,1,0,0
0.867706904965844,0.307664556009357,0.857460888581751,0.596156313150887,0.703244874632487,0.693898052781607,0.201322711771345,0.545555545293518,0.127887103086665,0.156724327906584,0,0,0,0,1
0.898726379890342,0.902218038899909,0.626503856870079,0.647361423587605,0.127045917701152,0.535754391976196,0.762871250756007,0.0754821553910637,0.651497294003532,0.685398348189566,0,0,0,0,1
0.644740150085006,0.482380609929465,0.786000224867873,0.404189697162414,0.144299634382035,0.40625293701,0.766991524703075,0.445289648964385,0.783335595299605,0.182609467576619,0,1,0,0,1
0.896597484969359,0.133522810965991,0.103214741825768,0.162488689985906,0.128714293982148,0.27645472759686,0.392511950257142,0.740515700003659,0.809237867013034,0.267133673428042,0,0,1,0,1
0.518893993851055,0.248323561664933,0.34522674061319,0.711456895289535,0.199552111955468,0.79096656878066,0.13785370995066,0.450095447165532,0.849856111358407,0.786008195846143,1,0,0,0,1
0.807149344274527,0.129769681383636,0.147549872899596,0.068262860640022,0.0729146615357154,0.580594086253619,0.199241742324041,0.690683397821476,0.780555667017951,0.980081481709695,1,0,0,0,1
0.240566531801707,0.395392914741798,0.841200422728044,0.0556719404716735,0.278752656943441,0.566938634233651,0.977141256305544,0.140807284706429,0.163463158971364,0.302824405662578,0,1,0,0,1
0.197255275685218,0.779976382586886,0.494206970483023,0.402731436969863,0.684205029139527,0.395164283327364,0.0765712577632083,0.13193598501632,0.324299948999285,0.778306986369408,1,0,0,1,0
0.372876901833793,0.529458060375691,0.304789296833661,0.70190286257597,0.269150229433319,0.777924216142894,0.352726800114831,0.881502468110914,0.80135427785052,0.516720715524261,1,0,0,0,1
0.965500866592342,0.821207184514482,0.608147463929388,0.346770140954425,0.722175683565771,0.814497027065753,0.659544563217096,0.205342244880787,0.758664147050828,0.898063279858628,1,0,0,0,1
0.128293884398786,0.351255638855339,0.873846365435378,0.179939741942532,0.618004096175294,0.396976718476894,0.800525844734907,0.990501818530997,0.746862586221704,0.172956055061206,1,0,0,0,1
0.737942096649586,0.492159079081469,0.00896948300003808,0.670456611859238,0.136264616759017,0.381955371664354,0.840030836304877,0.699520999355989,0.310754383785217,0.677428637985271,1,0,0,0,1
0.304291635156391,0.336435131640887,0.652079269225873,0.757988283598278,0.15305405330274,0.425957797110148,0.273236662717114,0.0656591901949707,0.674288350488406,0.172753075954819,0,0,1,1,0
0.291723522620211,0.790930601398998,0.979607003226968,0.370066749027052,0.469790746899474,0.699961003513291,0.652253664068451,0.799630605374321,0.727581362217019,0.320653391882318,1,0,0,0,1
0.828329058655286,0.555001340988502,0.848694730962578,0.69480014064283,0.428463553972455,0.141709254398802,0.0577420053690969,0.888962079659499,0.761959363998394,0.33264354478707,1,0,0,0,1
0.0479845490991279,0.467781213180964,0.804773083678089,0.774850736745135,0.208395195641126,0.840456502268286,0.209366937334012,0.819230384769196,0.741313147010302,0.582419179462659,0,0,0,0,1
0.711533946721948,0.780837539087284,0.436150998693657,0.359225149422644,0.459990302908248,0.403094450420365,0.2905181364839,0.39938225845719,0.732979274397192,0.897176779109581,1,0,0,0,1
0.361825379862098,0.168427992589385,0.782652953733806,0.576256607765812,0.0861790418643353,0.266880614895868,0.813215448384992,0.12615907979303,0.00985618513678421,0.976720357754782,0,0,1,0,1
0.988478017546958,0.00208295932246283,0.0331988872546868,0.49890011667687,0.0698034561286686,0.784459261577071,0.848763447721564,0.756589371763489,0.439930327340661,0.623619349388183,1,0,0,0,1
0.154998649392214,0.672059683270993,0.792314442274559,0.962747750511958,0.0455840476967488,0.305513529939521,0.352290504234057,0.964824319377198,0.30892619074229,0.747027887350056,1,0,0,0,0
0.557411924481532,0.936918691170597,0.963698017038589,0.32435567146992,0.552511074099157,0.0348982327345952,0.221742222909421,0.38757220098822,0.894131345057674,0.0590520046807642,1,0,0,0,1
0.31384315681171,0.627883403285583,0.508324023911389,0.202835070951661,0.549986923873478,0.507988631206475,0.342093135153461,0.613662921251535,0.982498598132661,0.237353819531004,1,0,0,0,1
0.689713064869306,0.0957588903140508,0.17294344903336,0.561582248127673,0.673254204877419,0.454931705239947,0.534834634283354,0.854843099550141,0.981802948792099,0.476118292359384,1,0,0,0,1
0.260086822086755,0.491927061928919,0.387700069826601,0.463730850819038,0.327044084380941,0.200929306227574,0.197291632423092,0.655456371780391,0.502340440390691,0.853438138765175,1,0,0,1,0
0.496883608963644,0.154647379045967,0.263388937098915,0.906990622802509,0.119496462840144,0.038722692372789,0.873125064961765,0.532663493016754,0.378289074796768,0.580522611758016,0,0,0,0,1
0.0452169064378866,0.74253814882021,0.960530477510692,0.134528622036,0.87358178835349,0.184157675492232,0.144852851361095,0.455582565388067,0.226209310126611,0.932646126255293,1,0,0,0,0
0.158686298388637,0.385501672678811,0.0522906536892548,0.528614423001359,0.728138261337705,0.251472075390895,0.377345521944633,0.679090577715481,0.163910918544097,0.692184729302469,1,0,0,1,0
0.296865478167257,0.950161052640448,0.984771078274815,0.800090042749515,0.0320968689163864,0.582283330768179,0.247654901095782,0.850008034614835,0.114424569907041,0.717559614997968,0,0,0,0,1
0.981317212852044,0.53487705874787,0.604264897493339,0.183504010671837,0.478815428633963,0.345307246769341,0.145545615134958,0.0160798402498789,0.216353048445374,0.980521901600344,1,0,0,0,1
0.144995245104393,0.545023349364292,0.77387120530319,0.845853817971622,0.653764866010201,0.571483789351241,0.6115177542562,0.657800473978602,0.208240049936656,0.990752219444489,1,0,0,0,0
0.377966216447605,0.416584653545591,0.403735743716873,0.738253932906566,0.233707440564468,0.608180887772699,0.506416285988435,0.631365868557469,0.215569455700455,0.641474071048136,0,1,0,0,0
0.407786168974414,0.56593282881659,0.891788996649679,0.867792445186718,0.62663004696036,0.96252401286287,0.884581298659304,0.217634555816598,0.634489289165817,0.887817134701931,1,0,1,0,0
0.33665734714374,0.222779844706225,0.472982065117719,0.303741162470894,0.943372795107472,0.487646469834707,0.925263254121049,0.212624099357039,0.621985194845605,0.13727526539374,0,1,0,0,1
0.114769299315792,0.054102114245143,0.64840087666474,0.449524597360668,0.225856341132289,0.87341730329111,0.523177497620363,0.522286563841593,0.455526697452452,0.383965605994457,0,1,1,0,0
0.976509041111408,0.553051531051219,0.529496466899789,0.662421829660884,0.779495370261646,0.214053716295221,0.395871974367281,0.0780749076104632,0.0391601631132933,0.219786114270414,0,0,1,0,1
0.226012160264876,0.396289623153767,0.294479264613059,0.612166214541631,0.305163825802565,0.320126084144272,0.742789556128458,0.841213102679197,0.876290959777181,0.738046905569294,1,0,0,0,1
0.653626107335768,0.425712554414006,0.634135519392067,0.811135217666112,0.364213553559077,0.690244297307052,0.169246009658907,0.213175901258534,0.284513036181482,0.713499797969326,0,0,1,0,1
0.105347805006498,0.067480152057368,0.808541514713077,0.621564154873101,0.0124141144484795,0.264907275594271,0.825526859132372,0.960320796119439,0.149316514226533,0.730992933415674,0,1,0,0,0
0.287973782456178,0.905754029474805,0.665921315491861,0.556827590539106,0.990413271169305,0.654619001061528,0.00281226071085761,0.366100472770318,0.00463204201321799,0.947297314057399,0,1,0,0,1
0.637917750948837,0.198257722089485,0.108033334444453,0.729508278165966,0.947864031207895,0.0195047894145277,0.591551022210769,0.969067359235812,0.422850161553239,0.337008721178721,1,0,0,0,1
0.926029513760264,0.32670208870253,0.652685640292187,0.440224848256241,0.372514184015029,0.82667792077549,0.204545932629981,0.76299110873418,0.93430597177311,0.164938969268129,1,0,0,0,1
0.389166957752378,0.923687185397258,0.368235046538937,0.395309652638366,0.0618302187396118,0.465578848938579,0.474261956988871,0.358351237621511,0.654359413861642,0.171309397604108,0,0,0,0,1
0.408874738689805,0.120208456686732,0.358643614589626,0.243699284160802,0.7161740459821,0.935267905989574,0.514720887949882,0.174841851129211,0.378511431930989,0.960390339657763,1,0,0,0,0
0.514951926614377,0.137135423319569,0.227492112189774,0.0398683967175809,0.164139830779123,0.220938319075874,0.120663509972757,0.552335694606802,0.879215297120505,0.711184658129606,1,0,0,0,1
0.137634740054454,0.205796210785322,0.973402464085888,0.160291609815671,0.143020475967003,0.0556318054144257,0.474893066369697,0.836553422152799,0.165773195779878,0.72239845446643,0,1,0,1,0
0.685126400706513,0.754021321599983,0.498092952384927,0.246398049099555,0.0727209623248385,0.754409231849409,0.363092549979567,0.477285903026199,0.895010993647776,0.510513795983758,1,0,0,0,1
0.461016367104087,0.619032843331026,0.847611378094114,0.124961609884337,0.886987133274204,0.15039596502765,0.86136834102683,0.715377301061702,0.822207469810952,0.39388214375527,1,0,0,0,1
0.189531635582585,0.478201130372237,0.694070814550522,0.351150507125711,0.252082925855284,0.202950258773533,0.805429777014739,0.645886435874952,0.859157412330715,0.29448112831489,0,0,1,0,1
0.629244252092236,0.166456133384036,0.124517025183771,0.211023379930534,0.25149432862938,0.382761160089234,0.392046313963234,0.219868076517312,0.653296680652826,0.049734268097208,1,0,0,1,0
0.460295430345475,0.909634707412005,0.746120520271256,0.085442593511911,0.316319076511018,0.279385374366656,0.106075616376649,0.624084947811221,0.711405799467817,0.499168821537123,1,0,0,0,1
0.176475858752087,0.897600164156973,0.7809551614368,0.155814668595133,0.995012857683317,0.800046547282395,0.196500156571594,0.828842272037637,0.556950028902969,0.490787739805705,1,0,0,0,1
0.618307061264266,0.410467261025353,0.11426255755349,0.718071005798427,0.922201589737064,0.616663023991346,0.574553460087278,0.416609829903154,0.119347534873414,0.806037993769772,1,0,0,1,0
0.0545954577794112,0.849491142072334,0.92591709972108,0.843593049890966,0.976039280227691,0.512063333536636,0.330558192866853,0.183643063171731,0.708884079686888,0.411937397457248,0,1,0,1,0
0.0608421637893642,0.833811212255335,0.508849071648425,0.420845931652224,0.644138335415318,0.469485848033684,0.154863474578585,0.239046814227391,0.209786724394186,0.860374072168755,1,0,0,0,1
0.959444383669149,0.855469621694058,0.662808020132208,0.105801944098726,0.6974045593185,0.0989169732348645,0.643844028063353,0.0285645513402518,0.364013933196873,0.62956145028763,0,1,0,0,0
0.604620298681147,0.370579976441452,0.510613484680602,0.827256652468136,0.341509796721306,0.567152774834675,0.440783278890854,0.598542676189338,0.0730187696393928,0.217810283127597,1,0,1,0,0
0.427059313057015,0.455843539520833,0.422543529656966,0.70880363961217,0.0735908358713641,0.323634265165911,0.378804346149037,0.623365094836748,0.416163837124649,0.715291683302074,0,1,0,0,1
0.132592053236976,0.413468572723962,0.467227368172288,0.816610354020808,0.704235570639999,0.921986532311869,0.531103543199247,0.175993928219184,0.888400725811579,0.185156761700398,0,0,1,0,1
0.419380494917886,0.846350303501092,0.634942031377239,0.873486625026524,0.771621483299258,0.989343844679641,0.366277093728546,0.918419109756677,0.59373193823187,0.77962970657498,0,1,0,0,1
0.747736842723077,0.422535525651668,0.349687490105996,0.382744348258553,0.35456869414082,0.338664804259069,0.353596252044773,0.752047882373766,0.558264461796467,0.542342604101373,1,0,0,0,1
0.249573456737559,0.281099972633248,0.589101184355205,0.376475297353097,0.178609352441371,0.249169932571675,0.167372663571037,0.439626289894469,0.0102827497441565,0.202331619236857,0,0,0,1,0
0.457922543491147,0.646159879649955,0.793168049706309,0.607817156539685,0.138924417118174,0.55015212869957,0.15189201513773,0.875659238716324,0.0286077470466605,0.899234844679376,1,0,0,0,0
0.844101437347138,0.625647243228298,0.366299676327138,0.824524890786704,0.0875672494903709,0.347160976880881,0.275698446745977,0.791021793935889,0.127436376068228,0.234436300305044,1,0,0,0,1
0.868676986615467,0.670445604130047,0.843583262775085,0.137863931273297,0.476591531291036,0.170182965444354,0.411939054400785,0.825331237036023,0.659109633067363,0.195186175437379,0,0,0,0,1
0.803454524551251,0.519706770800665,0.344364890348704,0.854116323545235,0.839590699271329,0.241239246460151,0.0415154137640102,0.879160761346017,0.176782380670653,0.92795191178048,1,0,0,0,1
0.580812149096601,0.638032001528139,0.489161468833808,0.15485907212997,0.0241475934771237,0.60891645839601,0.394851212854113,0.357888312678651,0.981913072664409,0.192872077216519,0,0,0,0,1
0.173723066469629,0.455485792916455,0.147590365658762,0.439442061342773,0.9542140992507,0.795446140301373,0.0343966280563625,0.447164166867728,0.0285753946165606,0.788913838663939,1,0,0,0,1
0.572281134971458,0.449365636962007,0.0737876112893608,0.237342192318731,0.560482641195251,0.718441202472343,0.464072756363905,0.592008413479314,0.974033357011903,0.58480254985163,1,0,0,0,1
0.0730832951674039,0.285117492239577,0.813276795660884,0.263391223020277,0.520077720534146,0.273745330450928,0.83612914603212,0.156284770188394,0.203052374531684,0.195905922313401,0,1,0,0,0
0.297983402198979,0.271166889788104,0.768039830558374,0.469749160985385,0.710010995056355,0.244492862270588,0.00841371672962987,0.924979435530172,0.733192167698651,0.251429755717862,1,0,0,0,1
0.783586108488253,0.120606926342818,0.886481444252687,0.23858951197622,0.308259426782594,0.092007302804232,0.0801923712934056,0.89934509060697,0.0799309275854821,0.675673858143538,0,1,0,0,1
0.59154445967044,0.664591323223379,0.705343904072501,0.264277739880865,0.124525594203841,0.75681095758509,0.428399625812391,0.126664184750073,0.806112966040674,0.325222212678454,0,0,1,1,0
0.392188873066313,0.984006479441677,0.54342383812371,0.896127070752413,0.235255473114929,0.369212936071603,0.104467844773933,0.666676686929637,0.292619548789821,0.16699663736134,1,0,0,1,0
0.0557629318284681,0.583775293581248,0.284120392567807,0.0132998845286266,0.760523022612895,0.684533089283798,0.299094004660275,0.44919193005093,0.184170245420494,0.394945866310157,1,0,0,1,0
0.184020175760118,0.816113737060465,0.664529752416203,0.174776719455689,0.666460239839727,0.10999553449959,0.169595119457105,0.0758221383823127,0.0552344127795785,0.283862375239074,1,0,0,0,1
0.525520122237559,0.204185077561849,0.108028186477308,0.0120269136112365,0.424292301418976,0.499939387149183,0.99050013296566,0.968607953204299,0.377602778333633,0.469606219644831,0,1,0,0,1
0.606359580869776,0.0825567236242155,0.792161375685174,0.12391415393872,0.196419048186661,0.13389303756714,0.517608307245205,0.386041711987898,0.180293080578038,0.542917204109094,0,0,1,0,1
0.225715104429385,0.18020346824026,0.0228839278795208,0.0913223314268453,0.432882433610395,0.326896356946844,0.984616462893278,0.821710776390609,0.713074618386214,0.426687110784223,0,1,0,0,1
0.16627398912988,0.200431325165184,0.718000567641302,0.72774974270321,0.109958888525446,0.688035926849242,0.313622628669042,0.472747782091511,0.988022497066393,0.660091790079752,1,0,0,0,1
0.231193149360615,0.756492602242642,0.638760370957845,0.980429444979919,0.455132522013532,0.58302050906554,0.109936794546284,0.42555936033237,0.0758183939126154,0.118371701860707,0,0,0,0,1
0.490827089574633,0.179789948958016,0.82380654885475,0.770264819331364,0.0545790214491922,0.188671424760506,0.0828133388798507,0.435318591697102,0.314093793252941,0.952658595816175,0,0,0,0,1
0.390779111917141,0.425070685834048,0.802400308584782,0.0999210428265321,0.799596597573855,0.834052556945991,0.724844494085229,0.0488109169868117,0.831324884286883,0.163108058102178,0,0,0,1,0
0.358343260948124,0.123019760958975,0.180612727742584,0.276052260579648,0.431771979495765,0.269660591374826,0.00554125070212974,0.624209425646795,0.259965324619085,0.658748390782895,0,1,0,1,0
0.359468472415899,7.52660861429444e-05,0.303750100349232,0.631072012764767,0.0226563701923888,0.807810314324637,0.499947454516216,0.996198151255515,0.120579665218365,0.805611978707648,1,0,0,0,1
0.920139775521503,0.48151993498392,0.975376147737753,0.968652668624916,0.955757599760429,0.35996562819822,0.36939438451227,0.215358272945348,0.332081356456575,0.0793602544921939,0,0,1,0,1
0.49692399898361,0.0997194185216161,0.869475608768541,0.782685457485284,0.580838584583643,0.792052895829989,0.419296379129811,0.128571441766641,0.714349124654492,0.902443089577269,1,0,0,0,1
0.595863766613816,0.0755487537196952,0.969271014280914,0.404774244704304,0.8961011655527,0.820261411265099,0.588562961002962,0.574682718256226,0.0566080973864739,0.494060378911136,0,0,0,1,0
0.305113414834117,0.338133916744754,0.951856330803269,0.246610032438047,0.487566839288069,0.256630579783589,0.290374316447034,0.244845057154724,0.98128271964544,0.93732890823804,1,0,0,0,1
0.611915581549574,0.135184617025244,0.0552868684252568,0.973080027459611,0.769901490138907,0.04856378774017,0.630845851632382,0.968710766404267,0.100244862119249,0.282696823091854,0,0,0,1,0
0.511267641336573,0.37262191817468,0.55882762614183,0.579279544017303,0.0024113146344279,0.159321122278897,0.649684574798091,0.668779044781805,0.650280324832054,0.27074887287499,1,0,0,0,1
0.525551747295374,0.286856559122461,0.78286513182875,0.13780485212849,0.408072924850358,0.270851828740503,0.927471971673549,0.240414649705898,0.478805084707241,0.501070863085215,0,1,0,0,0
0.449956549797422,0.519836291744665,0.866448755128292,0.55769662604093,0.0816097076807886,0.975961170889961,0.522881767387608,0.403046109939334,0.995658520121713,0.812226113269878,1,0,0,0,1
0.511970334979233,0.99378958836876,0.0731726232409123,0.725828801321357,0.11781496444187,0.22341988179525,0.789934944594531,0.797219208385734,0.506923622051339,0.927033832023844,1,0,0,0,1
0.19065926145782,0.244374546892627,0.682609591590613,0.118096369706675,0.106141990657002,0.00175259853677534,0.561953443604204,0.0237398606366711,0.975082212676967,0.473370239407306,1,0,0,0,1
0.684306313586181,0.215114774255285,0.423351153230809,0.487656779454471,0.188548053940484,0.856796105805357,0.184188755324375,0.0615991646160006,0.776271228727178,0.729829947880586,0,1,1,0,1
0.478618985871869,0.88068576089676,0.340870703344296,0.386554747530992,0.815009166358483,0.694383706426962,0.122343437977805,0.29079414498334,0.791374614340666,0.368673080956685,1,0,0,1,0
0.413018287951835,0.778538650590281,0.0279731648034436,0.256218702647959,0.494940138033572,0.708757919868177,0.366349977453028,0.915368471857051,0.193088066411484,0.00871330587067465,1,0,0,0,0
0.0214047455227377,0.644287413363841,0.222052808864718,0.506774127561816,0.0467234098435773,0.211656128256303,0.445817826428133,0.858303306473598,0.329861030618835,0.161886191804059,0,0,1,0,1
0.0814282295422923,0.450025804924963,0.108928443622665,0.440131602176637,0.288710608868139,0.858729018004326,0.249287717604285,0.330122939933687,0.0276614442650892,0.824613470246745,0,0,0,0,1
0.126998919107196,0.677084169268416,0.152487714861189,0.520744842086704,0.0676839411069169,0.210174534415666,0.586710238254649,0.304059846215293,0.410361493309699,0.852561674428115,0,0,0,1,0
0.679940895689889,0.342244164871197,0.678084634068868,0.670651964082092,0.933080220986342,0.820321879764837,0.0819590502315301,0.260253135170934,0.804134420460278,0.579439686045026,1,0,0,0,1
0.460277661436519,0.967883565646131,0.377346594584117,0.0456457241415181,0.429602822471646,0.485621667258427,0.807465948438266,0.0595000734040907,0.742667073254716,0.0220903619598953,0,1,0,0,1
0.392649869788877,0.838118490563831,0.463639840128189,0.259280852041957,0.790153871125975,0.972392186136952,0.416684268792898,0.0777188785181208,0.830054565925673,0.59589984022842,1,0,0,1,0
0.0316160819534994,0.557714468739817,0.246203485489832,0.667283162121127,0.724085258102596,0.894540978840773,0.800074523576522,0.042987988356082,0.110412917385344,0.0396905772600223,0,1,0,0,1
0.301900694717349,0.36252356587822,0.0418369923008166,0.284135749677289,0.0352231268612009,0.717734181678919,0.743682945452939,0.956873133564787,0.54972403800043,0.768803934740532,1,0,0,0,1
